brand,model,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,car_age
Audi,S5 3.0T Premium,18100.0,Gasoline,349.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Gray,None reported,Yes,51800,5
Land,Rover Range Rover Sport Supercharged,40000.0,Gasoline,510.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Brown,At least 1 accident or damage reported,Yes,20000,15
Mercedes-Benz,Sprinter 2500,120000.0,Diesel,188.0HP 3.0L V6 Cylinder Engine Diesel Fuel,5-Speed A/T,Black,Gray,None reported,Yes,31999,15
Toyota,Sequoia Platinum,325.0,Hybrid,437.0HP 3.4L V6 Cylinder Engine Gas/Electric Hybrid,10-Speed A/T,Blue,Gray,None reported,Yes,84997,3
Maserati,Quattroporte S GranLusso,55000.0,Gasoline,405.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,None reported,Yes,39100,9
Toyota,Land Cruiser Base,233000.0,–,–,A/T,Blue,Gray,None reported,Yes,7500,30
Lamborghini,Aventador SVJ Base,6987.0,Gasoline,6.5L V12 48V MPFI DOHC,7-Speed,–,Nero Ade,None reported,Yes,749950,5
Ford,Mustang Bullitt,48500.0,Gasoline,480.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,At least 1 accident or damage reported,Yes,44999,7
RAM,2500 Tradesman,52000.0,Diesel,350.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,6-Speed A/T,Gray,Black,None reported,Yes,50000,8
Toyota,FJ Cruiser Base,179000.0,Gasoline,239.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,At least 1 accident or damage reported,Yes,17900,19
Dodge,Charger Scat Pack,42626.0,Gasoline,485.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Red,None reported,Yes,42000,7
Lexus,GX 460 Base,65900.0,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,At least 1 accident or damage reported,Yes,34700,8
Genesis,GV80 2.5T,7523.0,Gasoline,2.5L I4 16V PDI DOHC Turbo,8-Speed Automatic,Black,Black,None reported,Unknown,54543,4
Jaguar,F-PACE 30t R-Sport,34365.0,Gasoline,2.0 Liter,Automatic,Yulong,Ebony,None reported,Unknown,59598,7
Kia,Sportage S,16949.0,Gasoline,2.4L I4 16V GDI DOHC,6-Speed Automatic,Hyper Red,Black,None reported,Yes,24995,5
Mercedes-Benz,S-Class S 580 4MATIC,7968.0,Hybrid,496.0HP 4.0L 8 Cylinder Engine Gasoline/Mild Electric Hybrid,9-Speed A/T,White,White,None reported,Yes,104999,4
Porsche,Panamera Base,61000.0,Gasoline,330.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Gray,None reported,Yes,57500,8
INFINITI,QX80 Base,100564.0,Gasoline,5.6L V8 32V GDI DOHC,7-Speed Automatic,Black,Graphite,None reported,Unknown,23105,8
Ford,Maverick Lariat,13700.0,Hybrid,191.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,CVT Transmission,Blue,Brown,None reported,Yes,39500,4
Kia,Telluride SX,38612.0,Gasoline,3.8L V6 24V GDI DOHC,8-Speed Automatic,Ebony Black,Black,None reported,Unknown,42242,5
Chevrolet,Colorado Z85,155000.0,Gasoline,220.0HP 3.5L 5 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,At least 1 accident or damage reported,Yes,7995,21
Mercedes-Benz,E-Class E 550,56000.0,Gasoline,402.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,White,None reported,Yes,35750,9
Land,Rover Range Rover Sport SVR,15107.0,Gasoline,5.0L V8 32V GDI DOHC Supercharged,8-Speed Automatic,Santorini Black Metallic,Ebony,None reported,Unknown,114900,4
Toyota,Corolla Hybrid LE,44459.0,Hybrid,121.0HP 1.8L 4 Cylinder Engine Gas/Electric Hybrid,A/T,Silver,Gray,None reported,Yes,22945,4
Mercedes-Benz,E-Class E 300 4MATIC,31000.0,Gasoline,241.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,White,At least 1 accident or damage reported,Yes,38000,9
Mercedes-Benz,SLK-Class SLK 350,44000.0,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,White,At least 1 accident or damage reported,Yes,22222,14
Mercedes-Benz,E-Class E 400 4MATIC,22558.0,Gasoline,3.0L V6 24V GDI DOHC Twin Turbo,9-Speed Automatic,Black,Black,None reported,Yes,47645,8
Jeep,Wrangler X,116157.0,Gasoline,210.0HP 4.0L Straight 6 Cylinder Engine Gasoline Fuel,4-Speed A/T,Beige,Beige,None reported,Yes,14250,23
Lincoln,Navigator Premiere,23500.0,Gasoline,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,50000,8
Chevrolet,Corvette Base,28150.0,Gasoline,430.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,Beige,None reported,Yes,31000,18
GMC,Yukon XL Denali,137500.0,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,29500,10
Mercedes-Benz,Metris Base,2284.0,Gasoline,2.0L I4 16V GDI DOHC Turbo,9-Speed Automatic,Black,Tan,None reported,Yes,157500,5
Land,Rover Range Rover P530 SE LWB 7 Seat,350.0,Gasoline,523.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Beige,None reported,Yes,195000,3
Ford,Explorer XLT,169000.0,E85 Flex Fuel,290.0HP 3.5L V6 Cylinder Engine Flex Fuel Capability,A/T,White,Beige,None reported,Yes,13000,9
Ferrari,488 GTB Base,17761.0,Gasoline,3.9L V8 32V GDI DOHC Twin Turbo,7-Speed Automatic with Auto-Shift,Rosso Corsa,Nero,None reported,Unknown,243900,8
Chevrolet,Camaro 2SS,8949.0,Gasoline,426.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,M/T,Yellow,Black,None reported,Yes,30000,16
BMW,750 i xDrive,25108.0,Gasoline,523.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,Unknown,Unknown,66000,6
Land,Rover Range Rover 3.0L Supercharged HSE,103000.0,Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,33999,10
Porsche,911 Carrera 4 Cabriolet,87600.0,Gasoline,315.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,32000,23
Maserati,MC20 Base,1087.0,Gasoline,3.0L V6 24V PDI DOHC Twin Turbo,8-Speed Automatic with Auto-Shift,Matte White,Black,None reported,Yes,279000,4
Mercedes-Benz,CLA-Class CLA 250,76753.0,Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Red,Black,At least 1 accident or damage reported,Yes,15999,11
Mercedes-Benz,Metris Base,10500.0,Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Brown,None reported,Yes,79500,7
Mercedes-Benz,E-Class E 350 4MATIC,199000.0,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Black,None reported,Yes,9250,15
Lexus,LS 460 L,127980.0,Gasoline,380.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Beige,None reported,Yes,9999,19
BMW,X6 xDrive40i,16307.0,Hybrid,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,Red,White,None reported,Yes,71400,3
Audi,S5 3.0T Prestige,13566.0,Gasoline,3.0L,1-Speed Automatic,Daytona Gray Pearl Effect,Magma Red,None reported,Unknown,57900,5
Audi,Q7 Premium Plus,22588.0,Hybrid,3.0 Liter TFSI,Automatic,Navarra Blue,Saiga Beige,None reported,Unknown,52598,4
Jaguar,XE 25t,41452.0,Gasoline,247.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,At least 1 accident or damage reported,Yes,22500,7
Genesis,G80 3.3T Sport,57500.0,Gasoline,365.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,A/T,Red,Black,None reported,Yes,32990,7
BMW,M2 Competition,500.0,Gasoline,405.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,70000,6
Subaru,Impreza WRX Premium,55000.0,Gasoline,265.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,White,Black,None reported,Yes,30000,12
GMC,Sierra 2500 Base,8210.0,Gasoline,401.0HP 6.6L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,55000,5
Lincoln,Nautilus Reserve,18160.0,Gasoline,2.7L V6 24V GDI DOHC Twin Turbo,8-Speed Automatic,Silver Radiance,Slate,None reported,Unknown,46850,5
Jaguar,XF XFR-S,4279.0,Gasoline,550.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,Unknown,Unknown,70000,13
Mercedes-Benz,Sprinter Normal Roof,39748.0,Diesel,188.0HP 3.0L V6 Cylinder Engine Diesel Fuel,A/T,Silver,Black,At least 1 accident or damage reported,Yes,54995,13
Toyota,Land Cruiser Base,160000.0,Gasoline,230.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,12490,28
Toyota,Tacoma PreRunner,65000.0,Gasoline,159.0HP 2.7L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,None reported,Yes,20500,13
BMW,Z4 sDrive28i,59000.0,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Beige,None reported,Yes,25000,10
BMW,530e Base,22700.0,Plug-In Hybrid,288.0HP 2.0L 4 Cylinder Engine Plug-In Electric/Gas,A/T,White,Black,None reported,Yes,47000,4
Mercedes-Benz,GLA 250 Base 4MATIC,56578.0,E85 Flex Fuel,208.0HP 2.0L 4 Cylinder Engine Flex Fuel Capability,7-Speed A/T,White,Black,None reported,Yes,20900,8
Hyundai,Genesis 4.6,153332.0,Gasoline,378.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,At least 1 accident or damage reported,Yes,10000,16
Cadillac,ATS 3.6L Luxury,89700.0,Gasoline,321.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Red,None reported,Yes,17999,13
Lincoln,Town Car Signature,118600.0,Gasoline,220.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,At least 1 accident or damage reported,Yes,5230,24
GMC,Sierra 1500 SLT,23400.0,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,52000,5
Mercedes-Benz,Sprinter High Roof,110000.0,Diesel,188.0HP 3.0L V6 Cylinder Engine Diesel Fuel,A/T,White,Gray,None reported,Yes,29000,11
Jaguar,XJ Vanden Plas,87888.0,Gasoline,300.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,11990,18
Lexus,RC 350 Base,73800.0,Gasoline,3.5L V6 24V PDI DOHC,6-Speed Automatic,Black,Black,None reported,Unknown,26999,11
Audi,S3 2.0T Premium Plus,78124.0,Gasoline,292.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Black,None reported,Yes,21500,11
Subaru,WRX Limited,91000.0,Gasoline,268.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Red,Black,At least 1 accident or damage reported,Yes,19000,11
Dodge,Ram 2500 SLT Quad Cab,114000.0,Gasoline,345.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,10700,23
Subaru,WRX Limited,76000.0,Gasoline,268.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Black,None reported,Yes,21000,11
Audi,RS 4 4.2 quattro L,146500.0,Gasoline,420.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Red,Black,At least 1 accident or damage reported,Yes,30000,18
Porsche,911 Carrera,26021.0,Gasoline,325.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Gray,None reported,Yes,53999,19
Audi,A4 2.0T Premium Plus,73000.0,E85 Flex Fuel,220.0HP 2.0L 4 Cylinder Engine Flex Fuel Capability,A/T,Black,Black,At least 1 accident or damage reported,Yes,17200,11
Audi,A4 3.2 Premium Plus quattro,153000.0,Gasoline,265.0HP 3.2L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Beige,None reported,Yes,8700,17
Ford,Excursion Limited,67550.0,Diesel,325.0HP 6.0L 8 Cylinder Engine Diesel Fuel,5-Speed A/T,Gold,Beige,None reported,Yes,30000,23
Ford,Excursion Limited,170000.0,Gasoline,310.0HP 6.8L 10 Cylinder Engine Gasoline Fuel,A/T,Gold,Gold,None reported,Yes,8500,22
Land,Rover Range Rover Sport 5.0L Supercharged Dynamic,53000.0,Gasoline,510.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Beige,None reported,Yes,47500,9
Audi,Q8 3.0T Prestige,54900.0,Hybrid,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,Gold,Black,At least 1 accident or damage reported,Yes,48500,7
BMW,X5 xDrive35i,89000.0,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,24000,10
Ford,Bronco Base,6200.0,Gasoline,275.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,7-Speed M/T,Black,Black,None reported,Yes,49000,4
Ford,F-150 XLT,51808.0,Gasoline,5.0L V8 32V PDI DOHC,10-Speed Automatic,Silver,Black,None reported,Yes,42388,5
Hyundai,Genesis Coupe 3.8 Track,89000.0,Gasoline,344.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Black,At least 1 accident or damage reported,Yes,12500,13
Toyota,Camry LE,86111.0,Gasoline,133.0HP 2.2L 4 Cylinder Engine Gasoline Fuel,A/T,Gold,Beige,At least 1 accident or damage reported,Yes,3500,27
Mercedes-Benz,E-Class E 400 4MATIC,45203.0,Gasoline,3.0L V6 24V GDI DOHC Twin Turbo,9-Speed Automatic,White,Saddle Brown,None reported,Yes,39853,8
Audi,S5 3.0T Prestige,14739.0,Gasoline,3.0L,1-Speed Automatic,Daytona Gray Pearl Effect,Black,None reported,Unknown,61900,4
Buick,Enclave Premium,139105.0,Gasoline,3.6L V6 24V GDI DOHC,6-Speed Automatic,Iridium Metallic,Light Titanium,At least 1 accident or damage reported,Yes,17550,9
Lamborghini,Gallardo LP560-4,45014.0,Gasoline,560.0HP 5.2L 10 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,None reported,Yes,109499,16
Ford,Mustang GT Premium,101000.0,Gasoline,412.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Red,Black,None reported,Yes,18500,15
GMC,Yukon XL SLT,93000.0,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,30000,10
Ford,Mustang V6 Premium,62500.0,Gasoline,305.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,16000,13
Lexus,IS-F Base,75000.0,Gasoline,416.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,At least 1 accident or damage reported,Yes,29000,18
BMW,435 i,34455.0,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Beige,None reported,Yes,28000,11
Land,Rover Range Rover Supercharged,130000.0,Gasoline,510.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,15500,16
Mercedes-Benz,CLA-Class CLA 250,76170.0,Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,At least 1 accident or damage reported,Yes,16500,12
GMC,Yukon SLT,194500.0,E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,9500,16
BMW,535 i,135000.0,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,5699,18
Dodge,Charger GT,33000.0,Gasoline,300.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Gray,At least 1 accident or damage reported,Yes,26999,5
Hyundai,Genesis 3.8,98700.0,Gasoline,290.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Beige,Beige,None reported,Yes,10340,16
Honda,Civic Type R Touring,72900.0,Gasoline,306.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,At least 1 accident or damage reported,Yes,35500,8
Dodge,Durango R/T,135000.0,Gasoline,360.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,20000,10
Chevrolet,Silverado 1500 Limited High Country,2550.0,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Red,Black,None reported,Yes,60000,4
Jeep,Grand Cherokee Altitude,35289.0,Gasoline,3.6L V6 24V MPFI DOHC,8-Speed Automatic,Granite Crystal Clearcoat Metallic,Black,Unknown,Unknown,35470,6
RAM,1500 Laramie,14636.0,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Diamond Black,Black,None reported,Unknown,46599,4
Chrysler,Crossfire Limited,24847.0,Gasoline,3.2L V6 18V MPFI SOHC,5-Speed Automatic,White,Dark Gray,None reported,Yes,13046,21
Nissan,Rogue SL,29558.0,Gasoline,2.5L I4 16V MPFI DOHC,Automatic CVT,Magnetic Black,Charcoal,None reported,Yes,25884,7
Audi,A6 55 Premium Plus,6581.0,Gasoline,"3L V-6 gasoline direct injection, DOHC, variable valve control,","Automatic, 7-Spd S tronic Dual-Clutch",Chronos Gray Metallic,Black,None reported,Unknown,59900,3
Mercedes-Benz,AMG GT 53 Base,22000.0,Hybrid,429.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,9-Speed A/T,Gray,Black,None reported,Yes,83999,6
Acura,ILX Technology Plus Package,68200.0,Gasoline,201.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,–,At least 1 accident or damage reported,Yes,15750,9
Land,Rover Range Rover P530 SE SWB,2800.0,Gasoline,523.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Red,None reported,Yes,175000,3
Ford,Expedition Platinum,51300.0,Gasoline,3.5L V6 24V GDI DOHC Twin Turbo,10-Speed Automatic,White,Platinum,None reported,Yes,48295,7
BMW,M3 Base,133500.0,Gasoline,414.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,Yes,18500,18
INFINITI,M37 x,49000.0,Gasoline,330.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,None reported,Yes,19900,14
BMW,650 i,125470.0,Gasoline,360.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,Yes,8000,18
Mazda,RX-8 Grand Touring,81219.0,Gasoline,232.0HP 1.3L Rotary engine Gasoline Fuel,6-Speed M/T,Red,Black,None reported,Yes,8500,18
Porsche,Boxster Base,72000.0,Gasoline,201.0HP 2.5L Flat 6 Cylinder Engine Gasoline Fuel,5-Speed M/T,Blue,Gray,None reported,Yes,12250,27
Acura,ILX Premium & A-SPEC Packages,19500.0,Gasoline,201.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,25000,7
Porsche,911 Carrera S,20561.0,Gasoline,420.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed M/T,Red,Black,None reported,Yes,105000,9
Lexus,LX 570 Base,33655.0,Gasoline,383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Brown,None reported,Yes,62900,10
Toyota,Highlander Limited Platinum,135140.0,Gasoline,270.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,23500,11
Maserati,Ghibli Base,73000.0,Gasoline,345.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Brown,None reported,Yes,17999,11
Land,Rover Range Rover 3.0L Supercharged HSE,55000.0,Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,At least 1 accident or damage reported,Yes,58000,9
Chevrolet,Cruze LTZ,87000.0,Gasoline,138.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,At least 1 accident or damage reported,Yes,10000,13
BMW,325 xi,137825.0,Gasoline,215.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,None reported,Yes,4000,20
Acura,MDX Technology,184421.0,Gasoline,300.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,5000,18
Lincoln,MKC Base,95000.0,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,14900,11
Kia,Sportage Nightfall,26468.0,Gasoline,2.4L I4 16V GDI DOHC,6-Speed Automatic,Pacific Blue,Black,At least 1 accident or damage reported,Yes,27875,4
Bentley,Arnage R,55050.0,Gasoline,400.0HP 6.75L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,Gray,Gray,None reported,Yes,34995,23
Kia,Sorento LX,54200.0,Gasoline,191.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,23800,5
Lexus,SC 430 Base,109762.0,Gasoline,300.0HP 4.3L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,Blue,Brown,None reported,Yes,15000,24
Land,Rover Range Rover Evoque Base,92080.0,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,None reported,Yes,14500,14
Acura,TLX Type S w/Performance Tire,1798.0,Gasoline,355.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,None reported,Yes,53000,3
GMC,Sierra 1500 SLE Crew Cab,167500.0,Gasoline,295.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,14500,20
GMC,Sierra 1500 Denali Ultimate,2500.0,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,Brown,None reported,Yes,84000,3
Mercedes-Benz,E-Class E 400,77000.0,Gasoline,329.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,24000,10
MINI,Hardtop Cooper,19850.0,Gasoline,134.0HP 1.5L 3 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,24000,7
Ford,Bronco Outer Banks Advanced,3400.0,Gasoline,275.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,10-Speed A/T,Gray,Gray,None reported,Yes,57000,3
Ford,Bronco,3596.0,Gasoline,2.7L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Blue,Black Onyx,None reported,Unknown,56900,5
Ford,F-350 Lariat Super Duty Crew Cab,130200.0,Diesel,350.0HP 6.4L 8 Cylinder Engine Diesel Fuel,5-Speed A/T,White,Beige,None reported,Yes,28900,17
Land,Rover Discovery Sport SE,48200.0,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Gray,None reported,Yes,24998,9
GMC,Yukon XL SLT,183544.0,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,22000,10
Ford,Focus RS Base,14900.0,Gasoline,350.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Black,None reported,Yes,39000,10
Ford,Bronco Badlands Advanced,4200.0,Gasoline,315.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Blue,Black,None reported,Yes,65994,4
Hyundai,Genesis 5,15698.0,Gasoline,429.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,19000,14
Jeep,Wrangler Unlimited Rubicon,1750.0,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Brown,None reported,Yes,65500,4
BMW,X4 xDrive30i,34800.0,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Brown,None reported,Yes,46000,4
Jaguar,F-PACE S,35580.0,Gasoline,3.0 Liter,Automatic,Eiger Grey Metallic,Ebony/Light Oyster Stitch,None reported,Unknown,46998,6
Acura,RSX Type S,71400.0,Gasoline,201.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Gray,Unknown,Unknown,14990,20
Mazda,MX-5 Miata Base,9260.0,Gasoline,142.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,White,Beige,None reported,Yes,22000,23
GMC,Yukon XL SLT,28500.0,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,67800,3
Mercedes-Benz,E-Class E 350 4MATIC,91900.0,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Black,Black,None reported,Yes,8900,18
INFINITI,G35 Base,130000.0,Gasoline,260.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Beige,Beige,None reported,Yes,7500,22
